"_id","ability_1","ability_2","against_bug","against_dark","against_dragon","against_electric","against_fairy","against_fight","against_fire","against_flying","against_ghost","against_grass","against_ground","against_ice","against_normal","against_poison","against_psychic","against_rock","against_steel","against_water","atk","catch_rate","category","chinese_name","defense","english_name","exp_100","generation","hatch_time","height_m","hp","image_url","male_ratio","spatk","spdef","speed","total","type_1","type_2","weight_kg"
"659","捡拾 或 颊囊","大力士隱藏特性","1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","36","33.3%","挖洞宝可梦","掘掘兔","38","Bunnelby","1,000,000","第六世代寶可夢","3855步","0.4","38","https://media.52poke.com/wiki/thumb/7/70/659Bunnelby.png/500px-659Bunnelby.png","50%","32","36","57","237","一般",,"5.0"
"660","捡拾 或 颊囊","大力士隱藏特性","1","1","1","0","1","2","1","1","0","2","1","2","1","1⁄2","1","1⁄2","1","2","56","16.6%","挖洞宝可梦","掘地兔","77","Diggersby","1,000,000","第六世代寶可夢","3855步","1.0","85","https://media.52poke.com/wiki/3/34/660Diggersby.png","50%","50","77","78","423","一般","地面","2.4"
"661","健壮胸肌","疾风之翼隱藏特性","1⁄2","1","1","2","1","1","1","1","0","1⁄2","0","2","1","1","1","2","1","1","50","33.3%","知更鸟宝可梦","小箭雀","43","Fletchling","1,059,860","第六世代寶可夢","3855步","0.3","45","https://media.52poke.com/wiki/thumb/7/7e/661Fletchling.png/600px-661Fletchling.png","50%","40","38","62","278","一般","飛行","1.7"
"662","火焰之軀","疾风之翼隱藏特性","1⁄4","1","1","2","1⁄2","1⁄2","1⁄2","1","1","1⁄4","0","1","1","1","1","4","1⁄2","2","73","15.7%","火花宝可梦","火箭雀","55","Fletchinder","1059860","第六世代寶可夢","3855步","0.7","62","https://media.52poke.com/wiki/c/ce/662Fletchinder.png","50%","56","52","84","382","火","飛行","6.0"
"663","火焰之躯","疾风之翼隱藏特性","1⁄4","1","1","2","1⁄2","1⁄2","1⁄2","1","1","1⁄4","0","1","1","1","1","4","1⁄2","2","81","5.9%","烈火宝可梦","烈箭鹰","71","Talonflame","1059860","第六世代寶可夢","3855步","1.2","78","https://media.52poke.com/wiki/thumb/a/ae/663Talonflame.png/600px-663Talonflame.png","50%","74","69","126","499","火","飛行","4.5"
"664","鳞粉 或 复眼","友情防守隱藏特性","1","1","1","1","1","1⁄2","2","2","1","1⁄2","1⁄2","1","1","1","1","2","1","1","35","33.3%","喷粉宝可梦","粉蝶虫","40","Scatterbug","1,000,000","第六世代寶可夢","3855步","0.3","38","https://media.52poke.com/wiki/thumb/d/d3/664Scatterbug.png/500px-664Scatterbug.png","50%","27","25","35","200","蟲",,"2.5"
"665","蜕皮","友情防守隱藏特性","1","1","1","1","1","1⁄2","2","2","1","1⁄2","1⁄2","1","1","1","1","2","1","1","22","15.7%","喷粉宝可梦","粉蝶蛹","60","Spewpa","1,000,000","第六世代寶可夢","3855步","0.3","45","https://media.52poke.com/wiki/thumb/b/b7/665Spewpa.png/500px-665Spewpa.png","50%","27","30","29","213","蟲",,"8.4"
"666","鳞粉 或 复眼","友情防守隱藏特性","1⁄2","1","1","2","1","1⁄4","2","2","1","1⁄4","0","2","1","1","1","4","1","1","52","5.9%","鳞粉宝可梦","彩粉蝶","50","Vivillon","1,000,000","第六世代寶可夢","3855步","1.2","80","https://media.52poke.com/wiki/thumb/4/4c/666Vivillon.png/600px-666Vivillon.png","50%","90","50","89","411","蟲","飛行","7.0"
"667","斗争心 或 紧张感","自信过度隱藏特性","1⁄2","1","1","1","1⁄2","2","1⁄2","1","0","1⁄2","2","1⁄2","1","1","1","2","1⁄2","2","50","28.8%","幼狮宝可梦","小狮狮","58","Litleo","1,059,860","第六世代寶可夢","5140步","0.6","62","https://media.52poke.com/wiki/thumb/1/1f/667Litleo.png/600px-667Litleo.png","25%","73","54","72","369","火","一般","3.5"
"668","鬥爭心 或 緊張感","自信过度隱藏特性","1⁄2","1","1","1","1⁄2","2","1⁄2","1","0","1⁄2","2","1⁄2","1","1","1","2","1⁄2","2","68","8.5%","王者宝可梦","火炎狮","72","Pyroar","1,059,860","第六世代寶可夢","5140步","1.5","86","https://media.52poke.com/wiki/thumb/b/be/668Pyroar-Male.png/520px-668Pyroar-Male.png","25%","109","66","106","507","火","一般","1.5"
"669","花幕","共生隱藏特性","1⁄2","1⁄2","0","1","1","1⁄2","1","1","1","1","1","1","1","2","1","1","2","1","38","29.4%","单朵宝可梦","花蓓蓓","39","Flabébé","1,000,000","第六世代寶可夢","5140步","0.1","44","https://media.52poke.com/wiki/thumb/5/52/669Flab%C3%A9b%C3%A9.png/600px-669Flab%C3%A9b%C3%A9.png","100%","61","79","42","303","妖精",,"0.1"
"670","花幕","共生隱藏特性","1⁄2","1⁄2","0","1","1","1⁄2","1","1","1","1","1","1","1","2","1","1","2","1","45","15.7%","单朵宝可梦","花叶蒂","47","Floette","1,000,000","第六世代寶可夢","5140步","0.2","54","https://media.52poke.com/wiki/1/17/670Floette.png","100%","75","98","52","371","妖精",,"0.9"
"671","花幕","共生隱藏特性","1⁄2","1⁄2","0","1","1","1⁄2","1","1","1","1","1","1","1","2","1","1","2","1","65","5.9%","花园宝可梦","花洁夫人","68","Florges","1,000,000","第六世代寶可夢","5140步","1.1","78","https://media.52poke.com/wiki/3/37/671Florges.png","100%","112","154","75","552","妖精",,"0.0"
"672","食草","草之毛皮隱藏特性","2","1","1","1⁄2","1","1","2","2","1","0","1⁄2","2","1","2","1","1","1","1⁄2","65","26.1%","坐骑宝可梦","坐骑小羊","48","Skiddo","1,000,000","第六世代寶可夢","5140步","0.9","66","https://media.52poke.com/wiki/thumb/5/5d/672Skiddo.png/500px-672Skiddo.png","50%","62","57","52","350","草",,"1.0"
"673","食草","草之毛皮隱藏特性","2","1","1","1⁄2","1","1","2","2","1","0","1⁄2","2","1","2","1","1","1","1⁄2","100","5.9%","坐骑宝可梦","坐骑山羊","62","Gogoat","1,000,000","第六世代寶可夢","5140步","1.7","123","https://media.52poke.com/wiki/thumb/b/bc/673Gogoat.png/600px-673Gogoat.png","50%","97","81","68","531","草",,"1.0"
"674","铁拳 或 破格","胆量隱藏特性","1⁄2","1⁄2","1","1","2","1","1","2","1","1","1","1","1","1","2","1⁄2","1","1","82","28.8%","顽皮宝可梦","顽皮熊猫","62","Pancham","1,000,000","第六世代寶可夢","6425步","0.6","67","https://media.52poke.com/wiki/thumb/1/1c/674Pancham.png/600px-674Pancham.png","50%","46","48","43","348","格鬥",,"8.0"
"675","铁拳 或 破格","胆量隱藏特性","1","1⁄4","1","1","4","2","1","2","1⁄2","1","1","1","1","1","0","1⁄2","1","1","124","8.5%","恶颜宝可梦","流氓熊猫","78","Pangoro","1,000,000","第六世代寶可夢","6425步","2.1","95","https://media.52poke.com/wiki/thumb/0/08/675Pangoro.png/600px-675Pangoro.png","50%","69","71","58","495","格鬥","惡","136"
"676","毛皮大衣",,"1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","80","20.9%","贵宾犬宝可梦","多丽米亚","60","Furfrou","1,000,000","第六世代寶可夢","5140步","1.2","75","https://media.52poke.com/wiki/thumb/4/49/676Furfrou.png/600px-676Furfrou.png","50%","65","90","102","472","一般",,"8.0"
"677","锐利目光 或 穿透","我行我素隱藏特性","2","2","1","1","1","1⁄2","1","1","2","1","1","1","1","1","1⁄2","1","1","1","48","24.8%","自制宝可梦","妙喵","54","Espurr","1,000,000","第六世代寶可夢","5140步","0.3","62","https://media.52poke.com/wiki/0/09/677Espurr.png","50%","63","60","68","355","超能力",,"3.5"
"678","锐利目光 或 穿透","恶作剧之心* / 好胜*隱藏特性","2","2","1","1","1","1⁄2","1","1","2","1","1","1","1","1","1⁄2","1","1","1","48","9.8%","抑制宝可梦","超能妙喵","76","Meowstic","1,000,000","第六世代寶可夢","5140步","0.6","74","https://media.52poke.com/wiki/thumb/5/58/678Meowstic-Male.png/520px-678Meowstic-Male.png","50%","83","81","104","466","超能力",,"8.5"
"679","无防守",,"1⁄4","2","1⁄2","1","1⁄2","0","2","1⁄2","2","1⁄2","2","1⁄2","0","0","1⁄2","1⁄2","1⁄2","1","80","23.5%","刀剑宝可梦","独剑鞘","100","Honedge","1,000,000","第六世代寶可夢","5140步","0.8","45","https://media.52poke.com/wiki/thumb/3/35/679Honedge.png/500px-679Honedge.png","50%","35","37","28","325","鋼","幽靈","2.0"
"680","无防守",,"1⁄4","2","1⁄2","1","1⁄2","0","2","1⁄2","2","1⁄2","2","1⁄2","0","0","1⁄2","1⁄2","1⁄2","1","110","11.8%","刀剑宝可梦","双剑鞘","150","Doublade","1,000,000","第六世代寶可夢","5140步","0.8","59","https://media.52poke.com/wiki/e/ef/680Doublade.png","50%","45","49","35","448","鋼","幽靈","4.5"
"681","战斗切换",,"1⁄4","2","1⁄2","1","1⁄2","0","2","1⁄2","2","1⁄2","2","1⁄2","0","0","1⁄2","1⁄2","1⁄2","1","50","5.9%","王剑宝可梦","坚盾剑怪","150","Aegislash","1,000,000","第六世代寶可夢","5140步","1.7","60","https://media.52poke.com/wiki/e/ec/681Aegislash-Shield.png","50%","50","150","60","520","钢","幽灵","3.0"
"682","治愈之心","芳香幕隱藏特性","1⁄2","1⁄2","0","1","1","1⁄2","1","1","1","1","1","1","1","2","1","1","2","1","52","26.1%","香水宝可梦","粉香香","60","Spritzee","1,000,000","第六世代寶可夢","5140步","0.2","78","https://media.52poke.com/wiki/thumb/6/66/682Spritzee.png/600px-682Spritzee.png","50%","63","65","23","341","妖精",,"0.5"
"683","治癒之心","芳香幕隱藏特性","1⁄2","1⁄2","0","1","1","1⁄2","1","1","1","1","1","1","1","2","1","1","2","1","72","18.3%","芳香宝可梦","芳香精","72","Aromatisse","1,000,000","第六世代寶可夢","5140步","0.8","101","https://media.52poke.com/wiki/d/d9/683Aromatisse.png","50%","99","89","29","462","妖精",,"5.5"
"684","甜幕","轻装隱藏特性","1⁄2","1⁄2","0","1","1","1⁄2","1","1","1","1","1","1","1","2","1","1","2","1","48","26.1%","棉花糖宝可梦","绵绵泡芙","66","Swirlix","1,000,000","第六世代寶可夢","5140步","0.4","62","https://media.52poke.com/wiki/thumb/b/bf/684Swirlix.png/600px-684Swirlix.png","50%","59","57","49","341","妖精",,"3.5"
"685","甜幕","轻装隱藏特性","1⁄2","1⁄2","0","1","1","1⁄2","1","1","1","1","1","1","1","2","1","1","2","1","80","18.3%","泡沫奶油宝可梦","胖甜妮","86","Slurpuff","1,000,000","第六世代寶可夢","5140步","0.8","82","https://media.52poke.com/wiki/8/8d/685Slurpuff.png","50%","85","75","72","480","妖精",,"5.0"
"686","唱反调 或 吸盘","穿透隱藏特性","4","1","1","1","2","1","1","1","1","1","1","1","1","1","0","1","1","1","54","24.8%","回转宝可梦","好啦鱿","53","Inkay","1,000,000","第六世代寶可夢","5140步","0.4","53","https://media.52poke.com/wiki/thumb/7/70/686Inkay.png/600px-686Inkay.png","50%","37","46","45","288","惡","超能力","3.5"
"687","唱反调 或 吸盘","穿透隱藏特性","4","1","1","1","2","1","1","1","1","1","1","1","1","1","0","1","1","1","92","10.5%","倒转宝可梦","乌贼王","88","Malamar","1,000,000","第六世代寶可夢","5140步","1.5","86","https://media.52poke.com/wiki/thumb/e/e4/687Malamar.png/600px-687Malamar.png","50%","68","75","73","482","惡","超能力","7.0"
"688","硬爪 或 狙击手","顺手牵羊隱藏特性","1","1","1","2","1","2","1⁄4","1⁄2","1","4","2","1⁄2","1⁄2","1⁄2","1","1","1","1","52","15.7%","双手宝可梦","龟脚脚","67","Binacle","1,000,000","第六世代寶可夢","5140步","0.5","42","https://media.52poke.com/wiki/5/5b/688Binacle.png","50%","39","56","50","306","岩石","水","1.0"
"689","硬爪 或 狙击手","顺手牵羊隱藏特性","1","1","1","2","1","2","1⁄4","1⁄2","1","4","2","1⁄2","1⁄2","1⁄2","1","1","1","1","105","5.9%","集合宝可梦","龟足巨铠","115","Barbaracle","1,000,000","第六世代寶可夢","5140步","1.3","72","https://media.52poke.com/wiki/4/48/689Barbaracle.png","50%","54","86","68","500","岩石","水","6.0"
"690","毒刺 或 毒手","适应力隱藏特性","1⁄2","1","1","2","1⁄2","1⁄2","1⁄2","1","1","1","2","1⁄2","1","1⁄2","2","1","1⁄2","1⁄2","60","29.4%","似草宝可梦","垃垃藻","60","Skrelp","1,000,000","第六世代寶可夢","5140步","0.5","50","https://media.52poke.com/wiki/thumb/4/4e/690Skrelp.png/600px-690Skrelp.png","50%","60","60","30","320","毒","水","7.3"
"691","毒刺 或 毒手","适应力隱藏特性","1⁄2","1","2","1⁄2","1","1⁄2","1⁄2","1","1","1⁄4","2","2","1","1⁄2","2","1","1","1⁄2","75","7.2%","似草宝可梦","毒藻龙","90","Dragalge","1,000,000","第六世代寶可夢","5140步","1.8","65","https://media.52poke.com/wiki/a/a9/691Dragalge.png","50%","97","123","44","494","毒","龍","1.5"
"692","超级发射器",,"1","1","1","2","1","1","1⁄2","1","1","2","1","1⁄2","1","1","1","1","1⁄2","1⁄2","53","29.4%","水枪宝可梦","铁臂枪虾","62","Clauncher","1,250,000","第六世代寶可夢","3855步","0.5","50","https://media.52poke.com/wiki/thumb/f/fb/692Clauncher.png/600px-692Clauncher.png","50%","58","63","44","330","水",,"8.3"
"693","超級發射器",,"1","1","1","2","1","1","1⁄2","1","1","2","1","1⁄2","1","1","1","1","1⁄2","1⁄2","73","7.2%","发射器宝可梦","钢炮臂虾","88","Clawitzer","1,250,000","第六世代寶可夢","3855步","1.3","71","https://media.52poke.com/wiki/d/d3/693Clawitzer.png","50%","120","89","59","500","水",,"5.3"
"694","干燥皮肤 或 沙隐","太阳之力隱藏特性","1","1","1","1⁄2","1","2","11⁄4","1⁄2","0","1","2","1","1","1","1","1","1⁄2","0","38","24.8%","发电宝可梦","伞电蜥","33","Helioptile","1,000,000","第六世代寶可夢","5140步","0.5","44","https://media.52poke.com/wiki/thumb/5/51/694Helioptile.png/600px-694Helioptile.png","50%","61","43","70","289","电","一般","6.0"
"695","干燥皮肤 或 沙隐","太阳之力隱藏特性","1","1","1","1⁄2","1","2","11⁄4","1⁄2","0","1","2","1","1","1","1","1","1⁄2","0","55","9.8%","发电宝可梦","光电伞蜥","52","Heliolisk","1,000,000","第六世代寶可夢","5140步","1.0","62","https://media.52poke.com/wiki/f/f6/695Heliolisk.png","50%","109","94","109","481","電","一般","1.0"
"696","强壮之颚","结实隱藏特性","1","1","2","1⁄2","2","2","1⁄4","1⁄2","1","1","2","2","1⁄2","1⁄2","1","1","2","1","89","5.9%","幼君宝可梦","宝宝暴龙","77","Tyrunt","1,000,000","第六世代寶可夢","7710步","0.8","58","https://media.52poke.com/wiki/thumb/c/c3/696Tyrunt.png/600px-696Tyrunt.png","87.5%","45","45","48","362","岩石","龍","6.0"
"697","强壮之颚","坚硬脑袋隱藏特性","1","1","2","1⁄2","2","2","1⁄4","1⁄2","1","1","2","2","1⁄2","1⁄2","1","1","2","1","121","5.9%","暴君宝可梦","怪颚龙","119","Tyrantrum","1,000,000","第六世代寶可夢","7710步","2.5","82","https://media.52poke.com/wiki/thumb/8/8b/697Tyrantrum.png/600px-697Tyrantrum.png","87.5%","69","59","71","521","岩石","龍","270"
"698","冰冻皮肤","降雪隱藏特性","1","1","1","1","1","4","1","1⁄2","1","2","2","1⁄2","1⁄2","1⁄2","1","2","4","2","59","5.9%","冻原宝可梦","冰雪龙","50","Amaura","1,000,000","第六世代寶可夢","7710步","1.3","77","https://media.52poke.com/wiki/thumb/2/2a/698Amaura.png/600px-698Amaura.png","87.5%","67","63","46","362","岩石","冰","5.2"
"699","冰凍皮膚","降雪隱藏特性","1","1","1","1","1","4","1","1⁄2","1","2","2","1⁄2","1⁄2","1⁄2","1","2","4","2","77","5.9%","冻原宝可梦","冰雪巨龙","72","Aurorus","1,000,000","第六世代寶可夢","7710步","2.7","123","https://media.52poke.com/wiki/thumb/9/9e/699Aurorus.png/600px-699Aurorus.png","87.5%","99","92","58","521","岩石","冰","225"
"700","迷人之軀","妖精皮肤隱藏特性","1⁄2","1⁄2","0","1","1","1⁄2","1","1","1","1","1","1","1","2","1","1","2","1","65","5.9%","连结宝可梦","仙子伊布","65","Sylveon","1,000,000","第六世代寶可夢","8995步","1.0","95","https://media.52poke.com/wiki/thumb/e/e8/700Sylveon.png/500px-700Sylveon.png","87.5%","110","130","60","525","妖精",,"3.5"
"701","柔软 或 轻装","破格隱藏特性","1⁄4","1⁄2","1","2","2","1⁄2","1","2","1","1⁄2","0","2","1","1","2","1","1","1","92","13.1%","摔角宝可梦","摔角鹰人","75","Hawlucha","1,000,000","第六世代寶可夢","5140步","0.8","78","https://media.52poke.com/wiki/4/44/701Hawlucha.png","50%","74","63","118","500","格鬥","飛行","1.5"
"702","颊囊 或 捡拾","正电隱藏特性","1⁄2","1⁄2","0","1⁄2","1","1⁄2","1","1⁄2","1","1","2","1","1","2","1","1","1","1","58","26.1%","天线宝可梦","咚咚鼠","57","Dedenne","1,000,000","第六世代寶可夢","5140步","0.2","67","https://media.52poke.com/wiki/thumb/c/c9/702Dedenne.png/500px-702Dedenne.png","50%","81","67","101","431","電","妖精","2.2"
"703","恆淨之軀","结实隱藏特性","1⁄2","1⁄2","0","1","1","1","1⁄2","1⁄2","1","2","2","1","1⁄2","1","1","1","4","2","50","7.8%","宝石宝可梦","小碎钻","150","Carbink","1,250,000","第六世代寶可夢","6425步","0.3","50","https://media.52poke.com/wiki/f/fa/703Carbink.png","无性别","50","150","50","500","岩石","妖精","5.7"
"704","食草 或 湿润之躯","黏滑隱藏特性","1","1","2","1⁄2","2","1","1⁄2","1","1","0","1","2","1","1","1","1","1","1⁄2","50","5.9%","软体生物宝可梦","黏黏宝","35","Goomy","1,250,000","第六世代寶可夢","10280步","0.3","45","https://media.52poke.com/wiki/2/28/704Goomy.png","50%","55","75","40","300","龙",,"2.8"
"705","食草 或 湿润之躯","黏滑隱藏特性","1","1","2","1⁄2","2","1","1⁄2","1","1","0","1","2","1","1","1","1","1","1⁄2","75","5.9%","软体生物宝可梦","黏美儿","53","Sliggoo","1,250,000","第六世代寶可夢","10280步","0.8","68","https://media.52poke.com/wiki/9/95/705Sliggoo.png","50%","83","113","60","452","龙",,"7.5"
"706","食草 或 湿润之躯","黏滑隱藏特性","1","1","2","1⁄2","2","1","1⁄2","1","1","0","1","2","1","1","1","1","1","1⁄2","100","5.9%","龙宝可梦","黏美龙","70","Goodra","1,250,000","第六世代寶可夢","10280步","2.0","90","https://media.52poke.com/wiki/d/df/706Goodra.png","50%","110","150","80","600","龙",,"150"
"707","恶作剧之心","魔术师隱藏特性","1⁄4","1⁄2","0","1","1⁄2","1","2","1⁄2","1","1⁄2","2","1⁄2","1⁄2","0","1⁄2","1⁄2","1","1","80","7.8%","钥匙串宝可梦","钥圈儿","91","Klefki","800,000","第六世代寶可夢","5140步","0.2","57","https://media.52poke.com/wiki/0/04/707Klefki.png","50%","80","87","75","470","钢","妖精","3.0"
"708","自然回复 或 察觉","收获隱藏特性","1","2","1","1⁄2","1","0","2","2","2","1⁄2","1⁄2","2","0","1","1","1","1","1⁄2","70","15.7%","树桩宝可梦","小木灵","48","Phantump","1,000,000","第六世代寶可夢","5140步","0.4","43","https://media.52poke.com/wiki/7/72/708Phantump.png","50%","50","60","38","309","幽靈","草","7.0"
"709","自然回复 或 察觉","收获隱藏特性","1","2","1","1⁄2","1","0","2","2","2","1⁄2","1⁄2","2","0","1","1","1","1","1⁄2","110","7.8%","老树宝可梦","朽木妖","76","Trevenant","1,000,000","第六世代寶可夢","5140步","1.5","85","https://media.52poke.com/wiki/4/4b/709Trevenant.png","50%","65","82","56","474","幽灵","草","1.0"
"710","捡拾 或 察觉","不眠隱藏特性","1","2","1","1⁄2","1","0","2","2","2","1⁄2","1⁄2","2","0","1","1","1","1","1⁄2","66","15.7%","南瓜宝可梦","南瓜精","70","Pumpkaboo","1,000,000","第六世代寶可夢","5140步","0.4","44","https://media.52poke.com/wiki/d/df/710Pumpkaboo.png","50%","44","55","56","335","幽靈","草","5.0"
"711","捡拾 或 察觉","不眠隱藏特性","1","2","1","1⁄2","1","0","2","2","2","1⁄2","1⁄2","2","0","1","1","1","1","1⁄2","85","7.8%","南瓜宝可梦","南瓜怪人","122","Gourgeist","1,000,000","第六世代寶可夢","5140步","0.9","55","https://media.52poke.com/wiki/thumb/8/88/711Gourgeist.png/360px-711Gourgeist.png","50%","58","75","99","494","幽靈","草","2.5"
"712","我行我素 或 冰冻之躯","结实隱藏特性","1","1","1","1","1","2","2","1","1","1","1","1⁄2","1","1","1","2","2","1","69","33.3%","冰块宝可梦","冰宝","85","Bergmite","1,000,000","第六世代寶可夢","5140步","1.0","55","https://media.52poke.com/wiki/thumb/c/c3/712Bergmite.png/500px-712Bergmite.png","50%","32","35","28","304","冰",,"9.5"
"713","我行我素 或 冰冻之躯","结实隱藏特性","1","1","1","1","1","2","2","1","1","1","1","1⁄2","1","1","1","2","2","1","117","7.2%","冰山宝可梦","冰岩怪","184","Avalugg","1,000,000","第六世代寶可夢","5140步","2.0","95","https://media.52poke.com/wiki/thumb/0/04/713Avalugg.png/500px-713Avalugg.png","50%","44","46","28","514","冰",,"505"
"714","察觉 或 穿透","心灵感应隱藏特性","1⁄2","1","2","1","2","1⁄2","1⁄2","1","1","1⁄4","0","4","1","1","1","2","1","1⁄2","30","24.8%","音波宝可梦","嗡蝠","35","Noibat","1,000,000","第六世代寶可夢","5140步","0.5","40","https://media.52poke.com/wiki/0/07/714Noibat.png","50%","45","40","55","245","飛行","龍","8.0"
"715","察觉 或 穿透","心灵感应隱藏特性","1⁄2","1","2","1","2","1⁄2","1⁄2","1","1","1⁄4","0","4","1","1","1","2","1","1⁄2","70","5.9%","音波宝可梦","音波龙","80","Noivern","1,000,000","第六世代寶可夢","5140步","1.5","85","https://media.52poke.com/wiki/thumb/1/15/715Noivern.png/600px-715Noivern.png","50%","97","80","123","535","飛行","龍","5.0"
"716","妖精气场",,"1⁄2","1⁄2","0","1","1","1⁄2","1","1","1","1","1","1","1","2","1","1","2","1","131","5.9%","生命宝可梦","哲尔尼亚斯","95","Xerneas","1,250,000","第六世代寶可夢","31097步","3.0","126","https://media.52poke.com/wiki/thumb/1/13/716Xerneas.png/600px-716Xerneas.png","无性别","131","98","99","680","妖精",,"215"
"717","暗黑气场",,"1","1⁄2","1","2","2","1","1","1","1⁄2","1⁄2","0","2","1","1","0","2","1","1","131","5.9%","破坏宝可梦","伊裴尔塔尔","95","Yveltal","1,250,000","第六世代寶可夢","31097步","5.8","126","https://media.52poke.com/wiki/thumb/5/54/717Yveltal.png/500px-717Yveltal.png","无性别","131","98","99","680","惡","飛行","203"
"718","特性","
[[（特性）|]]","1","1","2","0","2","1","1⁄2","1","1","1","1","4","1","1⁄2","1","1⁄2","1","1","100","0.4%","秩序宝可梦","基格尔德","71","Zygarde","1,250,000","第六世代寶可夢","31097步",0,"54","https://media.52poke.com/wiki/thumb/9/93/718Zygarde-Cell.png/520px-718Zygarde-Cell.png","无性别","61","85","115","486","龍","地面",0
"719","恆淨之軀",,"1⁄2","1⁄2","0","1","1","1","1⁄2","1⁄2","1","2","2","1","1⁄2","1","1","1","4","2","100","0.4%","宝石宝可梦","蒂安希","150","Diancie","1,250,000","第六世代寶可夢","6682步","0.7","50","https://media.52poke.com/wiki/thumb/b/b3/719Diancie.png/600px-719Diancie.png","无性别","100","150","50","600","岩石","妖精","8.8"
"720","魔术师",,"1","4","1","1","1","0","1","1","4","1","1","1","0","1⁄2","1⁄2","1","1","1","110","0.4%","顽童宝可梦","胡帕","60","Hoopa","1,250,000","第六世代寶可夢","31097步","0.5","80","https://media.52poke.com/wiki/thumb/8/87/720Hoopa-Confined.png/600px-720Hoopa-Confined.png","无性别","150","130","70","600","超能力","幽靈","9.0"
"721","储水",,"1⁄2","1","1","2","1⁄2","1","1⁄4","1","1","1","2","1⁄4","1","1","1","2","1⁄4","0","110","0.4%","蒸汽宝可梦","波尔凯尼恩","120","Volcanion","1,250,000","第六世代寶可夢","31097步","1.7","80","https://media.52poke.com/wiki/thumb/4/44/721Volcanion.png/500px-721Volcanion.png","无性别","130","90","70","600","火","水","195"
"722","茂盛","远隔隱藏特性","1","1","1","1","1","1⁄2","2","2","1","1⁄4","0","4","1","2","1","2","1","1⁄2","55","5.9%","草羽宝可梦","木木枭","55","Rowlet","1,059,860","第七世代寶可夢","3855步","0.3","68","https://media.52poke.com/wiki/thumb/7/74/722Rowlet.png/600px-722Rowlet.png","87.5%","50","50","42","320","草","飞行","1.5"
"723","茂盛","远隔隱藏特性","1","1","1","1","1","1⁄2","2","2","1","1⁄4","0","4","1","2","1","2","1","1⁄2","75","5.9%","刃羽宝可梦","投羽枭","75","Dartrix","1,059,860","第七世代寶可夢","3855步","0.7","78","https://media.52poke.com/wiki/thumb/1/1e/723Dartrix.png/500px-723Dartrix.png","87.5%","70","70","52","420","草","飛行","6.0"
"724","茂盛","远隔隱藏特性","1","2","1","1⁄2","1","0","2","2","2","1⁄2","1⁄2","2","0","1","1","1","1","1⁄2","107","5.9%","箭羽宝可梦","狙射树枭","75","Decidueye","1,059,860","第七世代寶可夢","3855步","1.6","78","https://media.52poke.com/wiki/thumb/a/a4/724Decidueye.png/500px-724Decidueye.png","87.5%","100","100","70","530","草","幽灵","6.6"
"725","猛火","威吓隱藏特性","1⁄2","1","1","1","1⁄2","1","1⁄2","1","1","1⁄2","2","1⁄2","1","1","1","2","1⁄2","2","65","5.9%","火猫宝可梦","火斑喵","40","Litten","1,059,860","第七世代寶可夢","3855步","0.4","45","https://media.52poke.com/wiki/thumb/0/0e/725Litten.png/600px-725Litten.png","87.5%","60","40","70","320","火",,"4.3"
"726","猛火","威吓隱藏特性","1⁄2","1","1","1","1⁄2","1","1⁄2","1","1","1⁄2","2","1⁄2","1","1","1","2","1⁄2","2","85","5.9%","火猫宝可梦","炎热喵","50","Torracat","1,059,860","第七世代寶可夢","3855步","0.7","65","https://media.52poke.com/wiki/thumb/d/dc/726Torracat.png/500px-726Torracat.png","87.5%","80","50","90","420","火",,"5.0"
"727","猛火","威吓隱藏特性","1","1⁄2","1","1","1","2","1⁄2","1","1⁄2","1⁄2","2","1⁄2","1","1","0","2","1⁄2","2","115","5.9%","反派宝可梦","炽焰咆哮虎","90","Incineroar","1,059,860","第七世代寶可夢","3855步","1.8","95","https://media.52poke.com/wiki/thumb/2/27/727Incineroar.png/500px-727Incineroar.png","87.5%","80","90","60","530","火","恶","3.0"
"728","激流","湿润之声隱藏特性","1","1","1","2","1","1","1⁄2","1","1","2","1","1⁄2","1","1","1","1","1⁄2","1⁄2","54","5.9%","海狮宝可梦","球球海狮","54","Popplio","1,059,860","第七世代寶可夢","3855步","0.4","50","https://media.52poke.com/wiki/thumb/d/d8/728Popplio.png/600px-728Popplio.png","87.5%","66","56","40","320","水",,"7.5"
"729","激流","湿润之声隱藏特性","1","1","1","2","1","1","1⁄2","1","1","2","1","1⁄2","1","1","1","1","1⁄2","1⁄2","69","5.9%","偶像宝可梦","花漾海狮","69","Brionne","1,059,860","第七世代寶可夢","3855步","0.6","60","https://media.52poke.com/wiki/thumb/c/cd/729Brionne.png/500px-729Brionne.png","87.5%","91","81","50","420","水",,"7.5"
"730","激流","湿润之声隱藏特性","1⁄2","1⁄2","0","2","1","1⁄2","1⁄2","1","1","2","1","1⁄2","1","2","1","1","1","1⁄2","74","5.9%","独唱者宝可梦","西狮海壬","74","Primarina","1,059,860","第七世代寶可夢","3855步","1.8","80","https://media.52poke.com/wiki/thumb/8/89/730Primarina.png/500px-730Primarina.png","87.5%","126","116","60","530","水","妖精","4.0"
