pokedex,name,japanese_name,chinese-name,classfication,type1,type2,abilities,percentage_male,height_m,weight_kg,base_total,hp,attack,defense,sp_attack,sp_defense,speed,base_happiness,capture_rate,generation,is_legendary,base_egg_steps,experience_growth,against_normal,against_fight,against_flying,against_poison,against_ground,against_rock,against_bug,against_ghost,against_steel,against_fire,against_water,against_grass,against_electric,against_psychic,against_ice,against_dragon,against_dark,against_fairy,img_url
611,Fraxure,Onondo閵堝剻閵夌偨鍎,鏂х墮榫 / 鏂х墮榫橣菙y谩l贸ng,Axe Jaw Pok鑼卪on,dragon,,"['Rivalry', 'Mold Breaker', 'Unnerve']",50.0,1.0,36.0,410,66,117,70,40,50,67,35.0,60,5,0,10240,1250000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0,https://media.52poke.com/wiki/thumb/0/05/611Fraxure.png/600px-611Fraxure.png
612,Haxorus,Ononokus閵堝剻閵夊簺鍋楅妶,闆欐枾鎴伴緧 / 鍙屾枾鎴橀緳Shu膩ngf菙zh脿nl贸ng,Axe Jaw Pok鑼卪on,dragon,,"['Rivalry', 'Mold Breaker', 'Unnerve']",50.0,1.8,105.5,540,76,147,90,60,70,97,35.0,45,5,0,10240,1250000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0,https://media.52poke.com/wiki/thumb/8/8f/612Haxorus.png/600px-612Haxorus.png
613,Cubchoo,Kumasyun閵堝劒閵堟灚鍎遍妷,鍣村殢鐔 / 鍠峰殢鐔奝膿nt矛xi贸ng,Chill Pok鑼卪on,ice,,"['Snow Cloak', 'Slush Rush', 'Rattled']",50.0,0.5,8.5,305,55,70,40,60,40,40,70.0,120,5,0,5120,1000000,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/7/72/613Cubchoo.png/600px-613Cubchoo.png
614,Beartic,Tunbear閵夊嫨鍏傞妷娆嶅亜閵,鍑嶅師鐔 / 鍐诲師鐔奃貌ngyu谩nxi贸ng,Freezing Pok鑼卪on,ice,,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",50.0,2.6,260.0,505,95,130,80,70,80,50,70.0,60,5,0,5120,1000000,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/4/40/614Beartic.png
615,Cryogonal,Freegeo閵夋洏鍎堕妷绗哄仮閵,骞句綍闆姳 / 鍑犱綍闆姳J菒h茅xu臎hu膩,Crystallizing Pok鑼卪on,ice,,['Levitate'],,1.1,148.0,515,80,50,50,95,135,105,70.0,25,5,0,6400,1000000,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/1/11/615Cryogonal.png
616,Shelmet,Chobomaki閵変降鍎抽妷婧垮劒閵,灏忓槾铦 / 灏忓槾铚梄i菐ozu菒w艒,Snail Pok鑼卪on,bug,,"['Hydration', 'Shell Armor', 'Overcoat']",50.0,0.4,7.7,305,50,40,85,40,65,25,70.0,200,5,0,3840,1000000,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/f/f6/616Shelmet.png/600px-616Shelmet.png
617,Accelgor,Agilder閵堚偓鍋栭妷鍎夐妷,鏁忔嵎锜 / 鏁忔嵎铏玀菒nji茅ch贸ng,Shell Out Pok鑼卪on,bug,,"['Hydration', 'Sticky Hold', 'Unburden']",50.0,0.8,25.3,495,80,70,40,100,60,145,70.0,75,5,0,3840,1000000,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/3/34/617Accelgor.png/600px-617Accelgor.png
618,Stunfisk,Maggyo閵夌偑鍎嶉妶鍎,娉ュ反榄 / 娉ュ反楸糔铆b膩y煤,Trap Pok鑼卪on,ground,electric,"['Static', 'Limber', 'Sand Veil']",50.0,0.7,11.0,471,109,66,84,81,99,32,70.0,75,5,0,5120,1000000,1.0,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/d/d2/618Stunfisk.png
619,Mienfoo,Kojofu閵堢偨鍋㈤妷褋鍎犻妷,鍔熷か榧 / 鍔熷か榧珿艒ngf奴y貌u,Martial Arts Pok鑼卪on,fighting,,"['Inner Focus', 'Regenerator', 'Reckless']",50.0,0.9,20.0,350,45,85,50,55,50,65,70.0,180,5,0,6400,1059860,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,https://media.52poke.com/wiki/4/41/619Mienfoo.png
620,Mienshao,Kojondo閵堢偨鍋㈤妷褋鍏傞妷,甯埗榧 / 甯堢埗榧琒h墨f霉y貌u,Martial Arts Pok鑼卪on,fighting,,"['Inner Focus', 'Regenerator', 'Reckless']",50.0,1.4,35.5,510,65,125,60,95,60,105,70.0,45,5,0,6400,1059860,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,https://media.52poke.com/wiki/2/20/620Mienshao.png
621,Druddigon,Crimgan閵堝劧閵夌姰鍋撻妷,璧ら潰榫 / 璧ら潰榫機h矛mi脿nl贸ng,Cave Pok鑼卪on,dragon,,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",50.0,1.6,139.0,485,77,120,90,60,90,48,70.0,45,5,0,7680,1000000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0,https://media.52poke.com/wiki/thumb/a/ad/621Druddigon.png/600px-621Druddigon.png
622,Golett,Gobit閵堟番鍎為妷鍐﹀創,娉ュ伓灏忎汉 / 娉ュ伓灏忎汉N铆'菕uxi菐or茅n,Automaton Pok鑼卪on,ground,ghost,"['Iron Fist', 'Klutz', 'No Guard']",,1.0,92.0,303,59,74,50,35,50,35,70.0,190,5,0,6400,1000000,0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,https://media.52poke.com/wiki/a/ac/622Golett.png
623,Golurk,Goloog閵堟番鍎烽妷绗哄仒,娉ュ伓宸ㄤ汉 / 娉ュ伓宸ㄤ汉N铆'菕uj霉r茅n,Automaton Pok鑼卪on,ground,ghost,"['Iron Fist', 'Klutz', 'No Guard']",,2.8,330.0,483,89,124,80,55,80,55,70.0,90,5,0,6400,1000000,0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,https://media.52poke.com/wiki/6/68/623Golurk.png
624,Pawniard,Komatana閵堢偨鍎妶瑁ゅ剷,椐掑垁灏忓叺 / 椹瑰垁灏忓叺J奴d膩oxi菐ob墨ng,Sharp Blade Pok鑼卪on,dark,steel,"['Defiant', 'Inner Focus', 'Pressure']",50.0,0.5,10.2,340,45,85,70,40,40,60,35.0,120,5,0,5120,1000000,0.5,4.0,0.5,0.0,2.0,0.5,1.0,0.5,0.5,2.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,https://media.52poke.com/wiki/9/9c/624Pawniard.png
625,Bisharp,Kirikizan閵堝劧閵堝仩閵,鍔堟柆鍙镐护 / 鍔堟柀鍙镐护P墨zh菐ns墨l矛ng,Sword Blade Pok鑼卪on,dark,steel,"['Defiant', 'Inner Focus', 'Pressure']",50.0,1.6,70.0,490,65,125,100,60,70,70,35.0,45,5,0,5120,1000000,0.5,4.0,0.5,0.0,2.0,0.5,1.0,0.5,0.5,2.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,https://media.52poke.com/wiki/7/74/625Bisharp.png
626,Bouffalant,Buffron閵夋劑鍎嶉妷鏇樺劰閵,鐖嗙偢闋按鐗 / 鐖嗙偢澶存按鐗汢脿ozh脿t贸ushu菒ni煤,Bash Buffalo Pok鑼卪on,normal,,"['Reckless', 'Sap Sipper', 'Soundproof']",50.0,1.6,94.6,490,95,110,95,40,95,55,70.0,45,5,0,5120,1000000,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/a/a4/626Bouffalant.png/600px-626Bouffalant.png
627,Rufflet,Washibon閵夊仭閵夋嚎鍏,姣涢牠灏忛饭 / 姣涘ご灏忛拱M谩ot贸uxi菐oy墨ng,Eaglet Pok鑼卪on,normal,flying,"['Keen Eye', 'Sheer Force', 'Hustle']",100.0,0.5,10.5,350,70,83,50,37,50,60,70.0,190,5,0,5120,1250000,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/b/bb/627Rufflet.png
628,Braviary,Warrgle閵堬负鍋愰妷绗哄仒閵,鍕囧＋闆勯饭 / 鍕囧＋闆勯拱Y菕ngsh矛xi贸ngy墨ng,Valiant Pok鑼卪on,normal,flying,"['Keen Eye', 'Sheer Force', 'Defiant']",100.0,1.5,41.0,510,100,123,75,57,75,80,70.0,60,5,0,5120,1250000,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/c/cf/628Braviary.png/600px-628Braviary.png
629,Vullaby,Valchai閵夋劑鍎烽妷浣靛劘閵,绂块饭涓牠 / 绉冮拱涓ごT奴y墨ngy膩t贸u,Diapered Pok鑼卪on,dark,flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",0.0,0.5,9.0,370,70,55,75,45,65,60,35.0,190,5,0,5120,1250000,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,1.0,0.5,2.0,https://media.52poke.com/wiki/f/f2/629Vullaby.png
630,Mandibuzz,Vulgina閵夋劑鍎烽妶鎼炲厳閵,绂块饭濞 / 绉冮拱濞淭奴y墨ngn脿,Bone Vulture Pok鑼卪on,dark,flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",0.0,1.2,39.5,510,110,65,105,55,95,80,35.0,60,5,0,5120,1250000,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,1.0,0.5,2.0,https://media.52poke.com/wiki/0/00/630Mandibuzz.png
631,Heatmor,Kuitaran閵堝亞閵堣￥鍎甸妷,鐔旇熁鐛 / 鐔旇殎鍏絉贸ngy菒sh貌u,Anteater Pok鑼卪on,fire,,"['Gluttony', 'Flash Fire', 'White Smoke']",50.0,1.4,58.0,484,85,97,66,105,66,65,70.0,90,5,0,5120,1000000,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,https://media.52poke.com/wiki/b/b0/631Heatmor.png
632,Durant,Aiant閵堚偓鍋嗛妶鈧厒閵,閻佃熁 / 閾佽殎Ti臎y菒,Iron Ant Pok鑼卪on,bug,steel,"['Swarm', 'Hustle', 'Truant']",50.0,0.3,33.0,484,58,109,112,48,48,109,70.0,90,5,0,5120,1000000,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5,https://media.52poke.com/wiki/1/1a/632Durant.png
633,Deino,Monozu閵夆偓鍎欓妶,鍠榫 / 鍗曢榫橠膩nsh菕ul贸ng,Irate Pok鑼卪on,dark,dragon,['Hustle'],50.0,0.8,17.3,300,52,65,50,45,50,38,35.0,45,5,0,10240,1250000,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,2.0,2.0,0.5,4.0,https://media.52poke.com/wiki/f/f7/633Deino.png
634,Zweilous,Dihead閵堟悶鍎ら妷鍐﹀剶,闆欓鏆撮緧 / 鍙岄鏆撮緳Shu膩ngsh菕ub脿ol贸ng,Hostile Pok鑼卪on,dark,dragon,['Hustle'],50.0,1.4,50.0,420,72,85,70,65,70,58,35.0,45,5,0,10240,1250000,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,2.0,2.0,0.5,4.0,https://media.52poke.com/wiki/a/a6/634Zweilous.png
635,Hydreigon,Sazandora閵堢偣鍋犻妷鐐藉剶閵,涓夐鎯￠緧 / 涓夐鎭堕緳S膩nsh菕u'猫l贸ng,Brutal Pok鑼卪on,dark,dragon,['Levitate'],50.0,1.8,160.0,600,92,105,90,125,90,98,35.0,45,5,0,10240,1250000,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,2.0,2.0,0.5,4.0,https://media.52poke.com/wiki/thumb/3/3e/635Hydreigon.png/600px-635Hydreigon.png
636,Larvesta,Merlarva閵壜板劦閵夊剾,鐕冪噿锜 / 鐕冪儳铏玆谩nsh膩och贸ng,Torch Pok鑼卪on,bug,fire,"['Flame Body', 'Swarm']",50.0,1.1,28.8,360,55,85,55,50,55,60,70.0,45,5,0,10240,1250000,1.0,0.5,2.0,1.0,1.0,4.0,0.5,1.0,0.5,1.0,2.0,0.25,1.0,1.0,0.5,1.0,1.0,0.5,https://media.52poke.com/wiki/f/f4/636Larvesta.png
637,Volcarona,Ulgamoth閵堬负鍎烽妶鍎妶,鐏铔 / 鐏铔綡u菕sh茅n'茅,Sun Pok鑼卪on,bug,fire,"['Flame Body', 'Swarm']",50.0,1.6,46.0,550,85,60,65,135,105,100,70.0,15,5,0,10240,1250000,1.0,0.5,2.0,1.0,1.0,4.0,0.5,1.0,0.5,1.0,2.0,0.25,1.0,1.0,0.5,1.0,1.0,0.5,https://media.52poke.com/wiki/6/6b/637Volcarona.png
638,Cobalion,Cobalon閵堢偨鍎涢妷鍋戦妷,鍕惧笗璺縼 / 鍕惧笗璺縼G艒up脿l霉w膿ng,Iron Will Pok鑼卪on,steel,fighting,['Justified'],,2.1,250.0,580,91,90,129,90,72,108,35.0,3,5,1,20480,1250000,0.5,2.0,1.0,0.0,2.0,0.25,0.25,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,https://media.52poke.com/wiki/thumb/6/65/638Cobalion.png/600px-638Cobalion.png
639,Terrakion,Terrakion閵夊棎鍎甸妶鍋戦妷,浠ｆ媺鍩虹縼 / 浠ｆ媺鍩虹縼D脿il膩j墨w膿ng,Cavern Pok鑼卪on,rock,fighting,['Justified'],,1.9,260.0,580,91,129,90,72,90,108,35.0,3,5,1,20480,1250000,0.5,2.0,1.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0,0.5,2.0,https://media.52poke.com/wiki/thumb/a/ad/639Terrakion.png/600px-639Terrakion.png
640,Virizion,Virizion閵夋挶鍎堕妶鎼炲亼閵,鐣㈠姏鍚夌縼 / 姣曞姏鍚夌縼B矛l矛j铆w膿ng,Grassland Pok鑼卪on,grass,fighting,['Justified'],,2.0,200.0,580,91,90,72,90,129,108,35.0,3,5,1,20480,1250000,1.0,1.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,2.0,https://media.52poke.com/wiki/thumb/7/79/640Virizion.png/600px-640Virizion.png
641,Tornadus,Tornelos (keshin Forme)閵夊牄鍎烽妷宥冨劰閵,榫嶆嵅闆 / 榫欏嵎浜慙贸ngju菐ny煤n,Cyclone Pok鑼卪on,flying,,"['Prankster', 'Defiant', 'Regenerator']",100.0,1.5,63.0,580,79,100,80,110,90,121,90.0,3,5,1,30720,1250000,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/0/08/641Tornadus.png/600px-641Tornadus.png
642,Thundurus,Voltolos (keshin Forme)閵夋嚎鍎烽妷鍫涘劰閵,闆烽浕闆 / 闆风數浜慙茅idi脿ny煤n,Bolt Strike Pok鑼卪on,electric,flying,"['Prankster', 'Defiant', 'Volt Absorb']",100.0,1.5,61.0,580,79,105,70,145,80,101,90.0,3,5,1,30720,1250000,1.0,0.5,0.5,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/b/b8/642Thundurus.png/600px-642Thundurus.png
643,Reshiram,Reshiram閵夊仭閵夆斂鍎,钀婂笇鎷夊 / 鑾卞笇鎷夊L谩ix墨l膩m菙,Vast White Pok鑼卪on,dragon,fire,['Turboblaze'],,3.2,330.0,680,100,120,100,150,120,90,0.0,3,5,1,30720,1250000,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.25,1.0,0.25,0.5,1.0,1.0,2.0,1.0,1.0,https://media.52poke.com/wiki/thumb/8/8d/643Reshiram.png/600px-643Reshiram.png
644,Zekrom,Zekrom閵堢鍋楅妷鍎,鎹峰厠缇呭 / 鎹峰厠缃楀Ji茅k猫lu贸m菙,Deep Black Pok鑼卪on,dragon,electric,['Teravolt'],,2.9,345.0,680,100,150,120,120,100,90,0.0,3,5,1,30720,1250000,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.25,1.0,2.0,2.0,1.0,2.0,https://media.52poke.com/wiki/thumb/8/81/644Zekrom.png/600px-644Zekrom.png
645,Landorus,Landlos (keshin Forme)閵夆斂鍏傞妷澶堝劰閵,鍦熷湴闆 / 鍦熷湴浜慣菙d矛y煤n,Abundance Pok鑼卪on,ground,flying,"['Sand Force', 'Sheer Force', 'Intimidate']",100.0,1.5,68.0,600,89,145,90,105,80,91,90.0,3,5,1,30720,1250000,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/b/bb/645Landorus.png/600px-645Landorus.png
646,Kyurem,Kyurem閵堝劚閵夊劕,閰嬮浄濮 / 閰嬮浄濮哘i煤l茅im菙,Boundary Pok鑼卪on,dragon,ice,"['Pressure', 'Teravolt', 'Turboblaze']",,3.0,325.0,700,125,120,90,170,100,95,0.0,3,5,1,30720,1250000,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,2.0,1.0,2.0,https://media.52poke.com/wiki/thumb/c/c3/646Kyurem.png/600px-646Kyurem.png
647,Keldeo,Keldeo (itsumo No Sugata)閵堜究鍎烽妷鍥ュ亝閵,鍑辫矾杩瓙 / 鍑矾杩K菐il霉d铆'艒u,Colt Pok鑼卪on,water,fighting,['Justified'],,1.4,48.5,580,91,72,90,129,90,108,35.0,3,5,1,20480,1250000,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,1.0,0.5,2.0,https://media.52poke.com/wiki/thumb/5/50/647Keldeo.png/600px-647Keldeo.png
648,Meloetta,Meloetta (step Forme)閵壜板劰閵堛劊鍎嶉妶,缇庢礇鑰跺 / 缇庢礇鑰跺M臎ilu貌y膿t菐,Melody Pok鑼卪on,normal,psychic,['Serene Grace'],,0.6,6.5,600,100,128,90,77,77,128,100.0,3,5,1,30720,1250000,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,https://media.52poke.com/wiki/thumb/a/a3/648Meloetta.png/600px-648Meloetta.png
649,Genesect,Genesect閵堝眰鍎欓妶姹囧仐閵,钃嬭璩藉厠鐗 / 鐩栬璧涘厠鐗笹脿inu貌s脿ik猫t猫,Paleozoic Pok鑼卪on,bug,steel,['Download'],,1.5,82.5,600,71,120,95,120,95,99,0.0,3,5,1,30720,1250000,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5,https://media.52poke.com/wiki/thumb/4/46/649Genesect.png/600px-649Genesect.png
650,Chespin,Harimaron閵夊繈鍎堕妷鐐劰閵,鍝堝姏鏍 / 鍝堝姏鏍桯膩l矛l矛,Spiky Nut Pok鑼卪on,grass,,"['Overgrow', 'Bulletproof']",88.1,0.4,9.0,313,56,61,65,48,45,38,70.0,45,6,0,5120,1059860,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/c/ca/650Chespin.png/600px-650Chespin.png
651,Quilladin,Hariborg閵夊繈鍎堕妷婧垮厳閵,鑳栬儢鍝堝姏 / 鑳栬儢鍝堝姏P脿ngp脿ngh膩l矛,Spiny Armor Pok鑼卪on,grass,,"['Overgrow', 'Bulletproof']",88.1,0.7,29.0,405,61,78,95,56,58,57,70.0,45,6,0,5120,1059860,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/7/71/651Quilladin.png/600px-651Quilladin.png
652,Chesnaught,Brigarron閵夋牓鍎堕妶鍎归妷,甯冮噷鍗￠殕 / 甯冮噷鍗￠殕B霉l菒k菐l贸ng,Spiny Armor Pok鑼卪on,grass,fighting,"['Overgrow', 'Bulletproof']",88.1,1.6,90.0,530,88,107,122,74,75,64,70.0,45,6,0,5120,1059860,1.0,1.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,2.0,https://media.52poke.com/wiki/1/18/652Chesnaught.png
653,Fennekin,Fokko閵夋洏鍋愰妷鍐﹀仢,鐏嫄鐙 / 鐏嫄鐙窰u菕h煤l铆,Fox Pok鑼卪on,fire,,"['Blaze', 'Magician']",88.1,0.4,9.4,307,40,45,40,62,60,60,70.0,45,6,0,5120,1059860,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,https://media.52poke.com/wiki/thumb/3/3d/653Fennekin.png/600px-653Fennekin.png
654,Braixen,Tairenar閵夊棎鍏楅妷鍎曢妷,闀峰熬鐏嫄 / 闀垮熬鐏嫄Ch谩ngw臎ihu菕h煤,Fox Pok鑼卪on,fire,,"['Blaze', 'Magician']",88.1,1.0,14.5,409,59,59,58,90,70,73,70.0,45,6,0,5120,1059860,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,https://media.52poke.com/wiki/thumb/0/09/654Braixen.png/600px-654Braixen.png
655,Delphox,Mahoxy閵夌偑鍎犻妶鈹垮仐閵堟灚鍏,濡栫伀绱呯嫄 / 濡栫伀绾㈢嫄Y膩ohu菕h贸ngh煤,Fox Pok鑼卪on,fire,psychic,"['Blaze', 'Magician']",88.1,1.5,39.0,534,75,69,72,114,100,104,70.0,45,6,0,5120,1059860,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.5,0.5,2.0,0.5,1.0,0.5,0.5,1.0,2.0,0.5,https://media.52poke.com/wiki/2/21/655Delphox.png
656,Froakie,Keromatsu閵堜究鍎归妷鐐剮,鍛卞懕娉¤洐 / 鍛卞懕娉¤洐Gu膩gu膩p脿ow膩,Bubble Frog Pok鑼卪on,water,,"['Torrent', 'Protean']",88.1,0.3,7.0,314,41,56,40,62,44,71,70.0,45,6,0,5120,1059860,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/1/18/656Froakie.png/600px-656Froakie.png
657,Frogadier,Gekogashira閵堝眰鍋濋妶鍋￠妷,鍛遍牠铔 / 鍛卞ご铔橤u膩t贸uw膩,Bubble Frog Pok鑼卪on,water,,"['Torrent', 'Protean']",88.1,0.6,10.9,405,54,63,52,83,56,97,70.0,45,6,0,5120,1059860,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/f/fc/657Frogadier.png/600px-657Frogadier.png
658,Greninja,Gekkouga閵堝眰鍎嶉妶鐐藉亰閵,鐢茶硛蹇嶈洐 / 鐢茶春蹇嶈洐Ji菐h猫r臎nw膩,Ninja Pok鑼卪on,water,dark,"['Torrent', 'Protean', 'Battle Bond']",88.1,1.5,40.0,640,72,145,67,153,71,132,70.0,45,6,0,5120,1059860,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,2.0,0.0,0.5,1.0,0.5,2.0,https://media.52poke.com/wiki/thumb/6/67/658Greninja.png/600px-658Greninja.png
659,Bunnelby,Horubee閵夋稏鍎烽妷鎾卞厳,鎺樻帢鍏 / 鎺樻帢鍏擩u茅ju茅t霉,Digging Pok鑼卪on,normal,,"['Pickup', 'Cheek Pouch', 'Huge Power']",50.0,0.4,5.0,237,38,36,38,32,36,57,70.0,255,6,0,3840,1000000,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/7/70/659Bunnelby.png/500px-659Bunnelby.png
660,Diggersby,Horudo閵夋稏鍎烽妷绗哄剶,鎺樺湴鍏 / 鎺樺湴鍏擩u茅d矛t霉,Digging Pok鑼卪on,normal,ground,"['Pickup', 'Cheek Pouch', 'Huge Power']",50.0,1.0,42.4,423,85,56,77,50,77,78,70.0,127,6,0,3840,1000000,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/3/34/660Diggersby.png
661,Fletchling,Yayakoma閵夈們鍎伴妶鐐藉劒,灏忕闆 / 灏忕闆Xi菐oji脿nqu猫,Tiny Robin Pok鑼卪on,normal,flying,"['Big Pecks', 'Gale Wings']",50.0,0.3,1.7,278,45,50,43,40,38,62,70.0,255,6,0,3840,1059860,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/7/7e/661Fletchling.png/600px-661Fletchling.png
662,Fletchinder,Hinoyakoma閵夋帇鍎欓妷銈冨仢閵,鐏闆 / 鐏闆Hu菕ji脿nqu猫,Ember Pok鑼卪on,fire,flying,"['Flame Body', 'Gale Wings']",50.0,0.7,16.0,382,62,73,55,56,52,84,70.0,120,6,0,3840,1059860,1.0,0.5,1.0,1.0,0.0,4.0,0.25,1.0,0.5,0.5,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5,https://media.52poke.com/wiki/c/ce/662Fletchinder.png
